collegeName,program,degree,decision,semester,origin,gpa,gre,gre_v,gre_aw
Georgia Institute Of Technology (GaTech),Computer Science,Masters,Other,F20,International,,,,
Georgia Institute Of Technology,Computer Science,Masters,Other,F20,,,,,
University Of Alberta,Computer Science,Masters,Other,F20,,,,,
Georgia Institute Of Technology (GaTech),Computer Science,Masters,Other,F20,International,,,,
Georgia Institute Of Technology (GaTech),Computer Science,Masters,Other,F20,International,,,,
Georgia Institute Of Technology (GaTech),Computer Science,Masters,Other,F20,International,,,,
Georgia Institute Of Technology (GaTech),Computer Science,Masters,Other,F20,International,,,,
"University Of Massachusetts, Amherst",Computer Science,Masters,Rejected,F20,International,3.78,167,160,4.50
Georgia Institute Of Technology,Computer Science,Masters,Other,F20,International,,,,
Georgia Institute Of Technology (GaTech),Computer Science,Masters,Other,F20,International,,,,
"University Of Illinois, Chicago (UIC)",Computer Science,Masters,Other,F20,International,,,,
"University Of Californa, Los Angeles (UCLA)",Computer Science,Masters,Rejected,F20,International,3.76,169,155,4.00
Rutgers University - New Brunswick,Computer Science,Masters,Other,F20,International,,,,
University Of Alberta,Computer Science,Masters,Other,F20,International,,,,
University Of Illinois At Urbana-Champaign (UIUC),Computer Science,Masters,Rejected,F20,International,,,,
"University Of Illinois, Chicago (UIC)",Computer Science,Masters,Rejected,F20,International,,,,
University Of Oxford,Computer Science,Masters,Interview,F14,International,,,,
University of California-San Diego,Computer Science,Masters,Accepted,F14,American,3.86,170,164,4.50
Colorado State University,Computer Science,Masters,Accepted,F14,International,3.70,162,140,4.00
University Of Waterloo,Computer Science,Masters,Accepted,F14,International,,,,
University Of Oxford,Computer Science,Masters,Rejected,F14,International,3.70,,,
Purdue University-Main Campus,Computer Science,Masters,Accepted,F14,American,3.90,,,
Purdue,Computer Science,Masters,Rejected,F14,International,3.80,165,161,4.50
University of California-San Diego,Computer Science,Masters,Accepted,F14,American,3.47,170,167,5.50
Purdue University-Main Campus,Computer Science,Masters,Accepted,F14,International,4.00,,,
Purdue University-Main Campus,Computer Science,Masters,Accepted,F14,International,,,,
Stanford,Computer Science,Masters,Accepted,F14,American,,170,162,5.00
Yale,Computer Science,Masters,Accepted,F14,American,3.90,170,162,5.00
Colorado State University,Computer Science,Masters,Accepted,F14,International,3.80,159,148,3.00
Purdue University-Main Campus,Computer Science,Masters,Accepted,F14,American,3.77,160,151,4.00
Waterloo,Computer Science,Masters,Accepted,F14,International,3.85,,,
University Of Toronto,Computer Science,Masters,Interview,F14,International,,,,
UC San Diego,Computer Science,Masters,Accepted,F14,American,3.42,165,162,4.00
University Of Oxford,Computer Science,Masters,Interview,F14,International,,,,
University of Kansas,Computer Science,Masters,Accepted,F14,American,3.66,163,167,5.50
UC San Diego,Computer Science,Masters,Accepted,F14,International,3.98,157,169,3.00
University of Pennsylvania,Computer Science,Masters,Other,F20,,,,,
University of Pennsylvania,Computer Science,Masters,Other,F20,International,,,,
University of Pennsylvania,Computer Science,Masters,Accepted,F20,,,,,
University Of Toronto,Computer Science,Masters,Rejected,F20,,,,,
University Of Toronto,Computer Science,Masters,Rejected,F20,International,,,,
"University Of Illinois, Chicago (UIC)",Computer Science,Masters,Rejected,F20,International,,,,
"University Of Illinois, Chicago (UIC)",Computer Science,Masters,Other,F20,International,,,,
University Of Toronto,Computer Science,Masters,Rejected,F20,International,4.00,170,155,3.50
University Of Toronto,Computer Science,Masters,Rejected,F20,International,,,,
Duke University,Computer Science,Masters,Rejected,F20,International,,,,
"University Of Illinois, Chicago (UIC)",Computer Science,Masters,Rejected,F20,International,,,,
University Of Toronto,"Computer Science, MScAc",Masters,Rejected,F20,International,3.42,169,159,4.00
University of Houston,Computer Science,Masters,Accepted,F20,International,3.15,,,
University Of Toronto,Computer Science,Masters,Rejected,F20,International,,,,
University Of Toronto,Computer Science,Masters,Rejected,F20,International,3.56,160,156,3.50
University Of Toronto,Computer Science,Masters,Rejected,F20,International,3.30,167,163,4.00
"University Of Californa, Los Angeles (UCLA)",Computer Science,Masters,Other,F20,,,,,
University Of Toronto,Computer Science,Masters,Rejected,F20,International,3.00,,,
University Of Toronto,Computer Science,Masters,Rejected,F20,International,,,,
University Of Toronto,Computer Science,Masters,Rejected,F20,International,,,,
Georgia Tech,Computer Science,Masters,Accepted,F13,International,,,,
UC San Diego,Computer Science,Masters,Accepted,F13,International,3.60,165,165,5.50
Georgia Tech,Computer Science,Masters,Rejected,F13,International,,,,
Georgia Tech,Computer Science,Masters,Accepted,F13,International,3.93,170,154,4.00
Penn,Computer Science (MSIT),Masters,Rejected,F13,American,,,,
UCLA,Computer Science,Masters,Accepted,F13,International,,,,
Georgia Tech,Computer Science,Masters,Other,F13,International,,,,
Georgia Tech,Computer Science,Masters,Other,F13,International,,,,
Columbia University,Computer Science,Masters,Accepted,F13,American,,,,
Columbia University,Computer Science,Masters,Accepted,F13,American,3.92,166,156,5.00
University Of Southern California (USC),Computer Science,Masters,Accepted,F13,American,3.93,155,157,
Georgia Institute Of Technology,Computer Science,Masters,Rejected,F13,American,3.20,95,50,50.00
Ohio State (OSU),Computer Science,Masters,Accepted,F13,American,3.65,800,620,4.00
OSU (Ohio),Computer Science,Masters,Accepted,F13,American,,,,
University Of Alberta,Computer Science,Masters,Accepted,F13,International,,165,151,3.50
Columbia,Computer Science,Masters,Accepted,F13,International,3.58,170,165,3.50
UT Austin,Computer Science,Masters,Rejected,F13,International,3.50,154,168,4.00
Boston University,Computer Science,Masters,Accepted,F13,International,4.00,157,166,3.00
NYU,Computer Science,Masters,Accepted,F13,International,4.00,157,166,3.00
University Of Texas At Austin,Computer Science,Masters,Rejected,F13,International,3.88,800,510,2.50
"University Of Illinois, Urbana Champaign (UIUC)",Computer Science,Masters,Rejected,F13,,,,,
UT Austin,Computer Science,Masters,Rejected,F13,International,,,,
UIUC,Computer Science,Masters,Rejected,F13,International,,,,
University Of Utah,Computer Science,Masters,Accepted,F13,International,,,,
University Of Texas At Dallas,Computer Science,Masters,Accepted,F13,International,,,,
University Of Illinois Urbana Champagne,Computer Science,Masters,Rejected,F13,International,,,,
UCSD,Computer Science And Engineering (CSE),Masters,Accepted,F13,American,,,,
Simon Fraser University,Computer Science,Masters,Accepted,F13,International,,169,148,3.50
UT Austin,Computer Science,Masters,Rejected,F13,International,,,,
UCLA,Computer Science,Masters,Accepted,F13,American,4.00,168,163,5.00
UT At Austin,Computer Science,Masters,Rejected,F13,International,,,,
Gatech,Computer Science,Masters,Accepted,F13,International,,,,
University Of Texas At Austin,Computer Science,Masters,Rejected,F13,International,3.50,170,149,3.50
UIUC,Computer Science,Masters,Rejected,F13,International,,170,163,4.50
CMU,Computer Science,Masters,Accepted,F13,International,3.90,170,163,4.50
UIUC,Computer Science,Masters,Rejected,F13,International,,,,
UT Austin,Computer Science,Masters,Rejected,F13,International,3.30,168,150,3.50
UT-Austin,Computer Science,Masters,Rejected,F13,International,,,,
UIUC,Computer Science,Masters,Rejected,F13,International,,,,
University Of Illinois At Urbana Champaign,Computer Science,Masters,Rejected,F13,International,4.00,168,160,5.00
Indiana University-Bloomington,Computer Science,Masters,Rejected,F14,International,3.20,160,155,3.50
University Of Waterloo,Computer Science (Coursework),Masters,Accepted,F14,International,,,,
Kaust,Computer Science,Masters,Interview,F14,International,,,,
"North Carolina State University, Raleigh",Computer Science (Computer Networking),Masters,Accepted,F14,International,,,,
"North Carolina State University (NCSU, Raleigh)",Computer Science,Masters,Accepted,F14,International,,,,
Columbia University,Computer Science,Masters,Interview,F14,International,,,,
Indiana University,Computer Science,Masters,Accepted,F14,International,3.43,156,152,3.00
Columbia University,Computer Science,Masters,Interview,F14,International,,,,
"University Of California, San Diego (UCSD)",Computer Science,Masters,Accepted,F14,American,,165,152,5.00
University Of British Columbia,Computer Science,Masters,Other,F14,International,,,,
Usc,Computer Science,Masters,Other,F14,International,,,,
University Of Southern California (USC),Computer Science,Masters,Other,F14,International,,,,
University Of Minnesota Twin Cities,Computer Science,Masters,Rejected,F14,International,3.20,161,161,4.00
Columbia University,Computer Science,Masters,Accepted,F14,International,,,,
KAUST,Computer Science,Masters,Interview,F14,International,,,,
KAUST,Computer Science,Masters,Interview,F14,International,,,,
Kaust,Computer Science,Masters,Interview,F14,International,,,,
McGill,Computer Science,Masters,Accepted,F14,International,,,,
KAUST,Computer Science,Masters,Interview,F14,International,,,,
KAUST,Computer Science,Masters,Interview,F14,International,,,,
Duke University,Computer Science,Masters,Accepted,F20,International,4.00,170,155,4.50
Johns Hopkins University,Computer Science,Masters,Accepted,F20,International,3.60,165,155,3.50
UMass-Amherst,Computer Science,Masters,Other,F20,,,,,
UMass-Amherst,Computer Science,Masters,Other,F20,International,,,,
UMass-Amherst,Computer Science,Masters,Other,F20,,,,,
UMass-Amherst,Computer Science,Masters,Other,F20,International,,,,
University of Southern California,Computer Science,Masters,Accepted,F20,,,,,
ETH Zurich,Computer Science,Masters,Other,F20,International,,,,
UMass-Amherst,Computer Science,Masters,Other,F20,International,,,,
UMass-Amherst,Computer Science,Masters,Other,F20,,,,,
University of Michigan-Ann Arbor,Computer Science & Engineering,Masters,Other,F20,International,,,,
Aarhus University,Computer Science,Masters,Accepted,F19,International,,,,
Johns Hopkins University,Computer Science,Masters,Rejected,F20,International,9.15,168,161,5.00
UC San Diego (UCSD),Computer Science,Masters,Accepted,F20,International,4.00,159,170,4.50
UC San Diego (UCSD),Computer Science,Masters,Accepted,F20,International,8.63,169,157,4.00
University Of Oxford,Computer Science,Masters,Other,F20,,,,,
University of California-San Diego,Computer Science,Masters,Other,F20,International,,,,
University of California-San Diego,Computer Science,Masters,Accepted,F20,International,,168,156,4.00
New York University ( NYU),Computer Science,Masters,Other,F20,International,3.60,165,160,4.50
UC Santa Barbara (UCSB),Computer Science,Masters,Accepted,F20,International,,,,
University Of Alberta,Computer Science,Masters,Other,F20,International,,,,
UC San Diego (UCSD),Computer Science,Masters,Rejected,F20,International,,,,
Cornell (Ithaca),Computer Science,Masters,Accepted,F20,American,,,,
UC San Diego (UCSD),Computer Science,Masters,Rejected,F20,American,3.77,165,148,4.00
University Of Alberta,Computer Science,Masters,Other,F20,International,,,,
University Of Alberta,Computer Science,Masters,Wait,F20,International,3.90,,,
University Of Alberta,Computer Science,Masters,Rejected,F20,,,,,
University Of Alberta,Computer Science,Masters,Rejected,F20,,3.75,169,148,3.50
Columbia University,Computer Science,Masters,Other,F20,International,,,,
Columbia University,Computer Science,Masters,Accepted,F20,American,3.60,169,165,4.00
University Of Alberta (U Of A),Computer Science,Masters,Rejected,F20,International,3.61,170,163,4.50
University Of Alberta (U Of A),Computer Science,Masters,Rejected,F20,International,3.96,167,148,4.00
University Of Alberta,Computer Science,Masters,Rejected,F20,International,3.70,166,152,4.00
"University Of Illinois, Chicago (UIC)",Computer Science,Masters,Other,F20,International,,,,
