collegeName,program,degree,decision,semester,origin,gpa,gre,gre_v,gre_aw
University Of Toronto,Computer Science,Masters,Other,Fall,,,,,
University Of Waterloo,Computer Science,Masters,Accepted,Fall,American,,,,
SUNY Buffalo,Computer Science,Masters,Accepted,Fall,International,,,,
North California State University,Computer Science,Masters,Accepted,Fall,International,,170,151,4.00
Northwestern University,Computer Science,Masters,Accepted,Fall,American,,,,
Carnegie Mellon University,Computer Science (MSAII),Masters,Rejected,Fall,International,3.50,,,
Bapatla Engineering College,Computer Science,Masters,Accepted,Fall,International,,,,
"University Of Massachusetts, Amherst",Computer Science,Masters,Other,Fall,International,,,,
North Carolina State University,Computer Science,Masters,Accepted,Fall,International,9.57,170,163,5.50
"University Of Massachusetts, Amherst",Computer Science,Masters,Other,Fall,International,,,,
"University Of Massachusetts, Amherst",Computer Science,Masters,Other,Fall,,,,,
"University Of Massachusetts, Amherst",Computer Science,Masters,Other,Fall,International,,,,
NYU Tandon,Computer Science,Masters,Other,Fall,International,,,,
NYU Tandon,Computer Science,Masters,Rejected,Fall,,3.73,,,
Carnegie Mellon University,Computer Science,Masters,Other,Fall,,,,,
Carnegie Mellon University,Computer Science,Masters,Other,Fall,International,,,,
Washington University in St. Louis (WashU/WUSTL),Computer Science,Masters,Accepted,Fall,International,,,,
University Of Calgary,Computer Science,Masters,Rejected,Fall,International,3.80,152,155,5.00
University of Chicago,Computer Science,Masters,Rejected,Spring,International,3.50,,,
Pandww,Computer Science,Masters,Rejected,Fall,International,9.73,170,155,4.00
McGill University,Computer Science,Masters,Accepted,Fall,International,3.64,,,
University Of Texas At Dallas,Computer Science,Masters,Interview,Fall,International,3.36,168,155,3.00
University of Southern California,Computer Science;,Masters,Rejected,Fall,International,3.00,170,163,3.50
ETH Zurich - Swiss Federal Institute Of Technology,Computer Science,Masters,Accepted,Fall,International,,,,
University of Southern California,Computer Science,Masters,Wait,Fall,International,3.90,,,
Boston University,Computer Science,Masters,Accepted,Fall,International,3.33,,,
Columbia University,Computer Science,Masters,Rejected,Fall,International,3.70,169,156,4.00
ETH Zurich - Swiss Federal Institute Of Technology,Computer Science,Masters,Accepted,Fall,International,3.41,,,
ETH Zurich - Swiss Federal Institute Of Technology,Computer Science,Masters,Rejected,Spring,International,3.10,,,
ETH Zurich - Swiss Federal Institute Of Technology,Computer Science,Masters,Rejected,Fall,American,3.66,166,165,5.00
Purdue University - West Lafayette,Computer Science,Masters,Rejected,Fall,International,,,,
University of Florida,Computer Science,Masters,Accepted,Fall,American,3.48,161,156,
University of Delaware,Computer Science,Masters,Accepted,Fall,International,,,,
University of Southern California,Computer Science,Masters,Rejected,Fall,International,9.20,,,
University of Southern California,Computer Science,Masters,Rejected,Fall,International,3.62,168,156,4.50
University Of Cambridge,Computer Science,Masters,Rejected,Fall,International,3.90,,,
Queens (Canada),Computer Science,Masters,Rejected,Fall,International,3.73,,,
ETH Zurich - Swiss Federal Institute Of Technology,Computer Science,Masters,Accepted,Fall,International,3.95,169,151,4.00
ETH Zurich - Swiss Federal Institute Of Technology,Computer Science,Masters,Accepted,Fall,International,4.00,169,150,4.00
University of California-San Diego,Computer Science,Masters,Accepted,Fall,American,3.80,,,
University Of Illinois Urbana Champaign,Computer Science,Masters,Accepted,Fall,International,3.63,170,167,4.50
ETH Zurich - Swiss Federal Institute Of Technology,Computer Science,Masters,Rejected,Fall,International,,,,
Northwestern University,Computer Science,Masters,Rejected,Fall,International,3.75,166,156,3.50
University Of Oxford,Computer Science,Masters,Accepted,Fall,International,,,,
University of Florida,Computer Science,Masters,Rejected,Fall,International,3.20,168,146,4.00
"University Of Illinois, Chicago (UIC)",Computer Science,Masters,Accepted,Fall,International,,165,157,4.00
University of California-Irvine,Computer Science,Masters,Accepted,Fall,International,,162,157,4.50
Indiana University-Bloomington,Computer Science,Masters,Accepted,Fall,International,3.48,164,157,4.00
ETH Zurich - Swiss Federal Institute Of Technology,Computer Science,Masters,Accepted,Fall,International,,170,157,3.00
ETH Zurich - Swiss Federal Institute Of Technology,Computer Science,Masters,Accepted,Fall,International,3.99,170,152,4.00
ETH Zurich - Swiss Federal Institute Of Technology,Computer Science,Masters,Accepted,Fall,International,,,,
ETH Zurich - Swiss Federal Institute Of Technology,Computer Science,Masters,Accepted,Fall,International,,169,168,5.00
ETH Zurich - Swiss Federal Institute Of Technology,Computer Science,Masters,Rejected,Fall,International,3.70,,,
ETH Zurich - Swiss Federal Institute Of Technology,Computer Science,Masters,Rejected,Fall,International,3.85,170,153,4.00
University of California-Irvine,Computer Science,Masters,Accepted,Fall,International,,170,144,3.00
University of California-San Diego,Computer Science,Masters,Accepted,Fall,International,9.64,167,162,5.00
Carnegie Mellon University,Computer Science,Masters,Accepted,Fall,International,3.67,170,166,5.00
ETH Zurich - Swiss Federal Institute Of Technology,Computer Science,Masters,Rejected,Fall,American,,,,
ETH Zurich - Swiss Federal Institute Of Technology,Computer Science,Masters,Accepted,Fall,International,,,,
Princeton University,Computer Science,Masters,Rejected,Fall,International,,,,
"University Of Colorado, Boulder",Computer Science,Masters,Rejected,Fall,American,3.95,,,
ETH Zurich - Swiss Federal Institute Of Technology,Computer Science,Masters,Rejected,Fall,International,3.60,164,157,4.00
Princeton University,Computer Science,Masters,Rejected,Fall,American,3.93,,,
Princeton University,Computer Science,Masters,Accepted,Fall,International,3.95,170,155,5.00
"University Of Colorado, Boulder",Computer Science,Masters,Rejected,Fall,International,3.85,,,
Princeton University,Computer Science,Masters,Rejected,Fall,International,3.98,,,
ETH Zurich - Swiss Federal Institute Of Technology,Computer Science,Masters,Rejected,Fall,International,,,,
Princeton University,Computer Science,Masters,Rejected,Fall,American,,,,
ETH Zurich - Swiss Federal Institute Of Technology,Computer Science,Masters,Rejected,Fall,International,,,,
Princeton University,Computer Science,Masters,Rejected,Fall,International,,,,
ETH Zurich - Swiss Federal Institute Of Technology,Computer Science,Masters,Rejected,Fall,International,3.60,,,
Princeton University,Computer Science,Masters,Rejected,Fall,International,3.85,,,
ETH Zurich - Swiss Federal Institute Of Technology,Computer Science,Masters,Rejected,Fall,International,3.70,168,157,4.00
ETH Zurich - Swiss Federal Institute Of Technology,Computer Science,Masters,Rejected,Fall,International,3.70,169,164,5.00
Colorado Boulder,Computer Science,Masters,Rejected,Fall,American,3.75,166,150,4.50
Princeton University,Computer Science,Masters,Rejected,Fall,American,3.75,166,150,4.50
ETH Zurich - Swiss Federal Institute Of Technology,Computer Science,Masters,Rejected,Fall,International,3.70,168,167,5.00
Princeton University,Computer Science,Masters,Rejected,Fall,American,4.00,168,162,5.50
"University Of California, Berkeley",Computer Science,Masters,Rejected,Fall,American,4.00,168,162,5.50
Vrije University Amsterdam,Computer Science,Masters,Accepted,Fall,International,3.89,,,
"University Of California, San Diego",Computer Science,Masters,Accepted,Fall,International,8.80,170,157,4.50
UIUC,Computer Science,Masters,Accepted,Fall,International,3.45,170,165,5.00
University Of Texas At Austin,Computer Science,Masters,Rejected,Fall,International,3.50,,,
Columbia University,Computer Science,Masters,Accepted,Fall,American,3.47,,,
University Of Illinois,Computer Science,Masters,Accepted,Fall,International,3.97,170,153,4.00
University of California-San Diego,Computer Science,Masters,Accepted,Fall,International,3.97,170,153,4.00
University of Maryland Global Campus,Computer Science,Masters,Accepted,Fall,International,3.77,170,,
University Of Toronto,Computer Science,Masters,Accepted,Fall,International,3.61,166,168,4.00
University of Pennsylvania,Computer Science,Masters,Rejected,Fall,International,3.74,168,161,4.50
University of Pennsylvania,Computer Science,Masters,Rejected,Fall,International,3.73,167,156,5.00
University of Pennsylvania,Computer Science,Masters,Rejected,Fall,International,3.52,168,157,3.50
University of Southern California,Computer Science,Masters,Rejected,Fall,International,3.52,168,157,3.50
University of California-Irvine,Computer Science,Masters,Accepted,Fall,International,3.52,168,157,3.50
"Calpoly, San Luis Obispo",Computer Science,Masters,Accepted,Fall,International,9.99,,,
"Calpoly, San Luis Obispo",Computer Science,Masters,Accepted,Fall,International,9.99,,,
University of California-Irvine,Computer Science,Masters,Accepted,Fall,International,3.81,166,161,4.00
University of South Dakota,Computer Science,Masters,Accepted,Spring,International,3.86,,,
Carnegie Mellon University,Computer Science,Masters,Accepted,Fall,American,3.40,167,168,5.00
Columbia University,Computer Science,Masters,Interview,Fall,International,,,,
University of Southern California,Computer Science,Masters,Accepted,Fall,American,,,,
"University Of Massachusetts, Amherst",Computer Science,Masters,Wait,Fall,,,,,
North Carolina State University,Computer Science,Masters,Rejected,Fall,International,3.25,170,154,4.00
University of Florida,Computer Science,Masters,Rejected,Fall,International,,,,
University Of Ottawa,Computer Science,Masters,Rejected,Fall,International,,,,
New York University,Computer Science,Masters,Wait,Fall,American,,,,
Dartmouth College,Computer Science,Masters,Rejected,Fall,International,3.53,163,154,3.50
University Of Texas At Dallas,Computer Science,Masters,Accepted,Fall,International,8.38,157,157,3.00
Texas A&M University - College Station (TAMU),Computer Science,Masters,Accepted,Fall,International,,,,
University Of Texas At Dallas,Computer Science,Masters,Accepted,Fall,,,168,157,3.00
University Of Wisconsin-Madison,Computer Science,Masters,Accepted,Fall,International,3.76,,,
Purdue University - West Lafayette,Computer Science,Masters,Rejected,Fall,International,,,,
Purdue University - West Lafayette,Computer Science,Masters,Other,Fall,International,,,,
Purdue University - West Lafayette,Computer Science,Masters,Wait,Fall,International,,,,
Purdue University - West Lafayette,Computer Science,Masters,Wait,Fall,International,,,,
University of Southern California,Computer Science,Masters,Rejected,Fall,International,3.14,167,159,3.50
University Of Waterloo,Computer Science,Masters,Accepted,Fall,International,3.95,168,152,3.50
University Of Alberta,Computer Science,Masters,Accepted,Fall,International,,,,
Columbia University,Computer Science,Masters,Rejected,Fall,International,3.63,,,
Columbia University,Computer Science,Masters,Rejected,Fall,International,3.70,168,161,5.00
University Of Texas At Austin,Computer Science,Masters,Rejected,Fall,American,3.86,,,
University Of Waterloo,Computer Science,Masters,Rejected,Fall,International,3.96,,,
University of Florida,Computer Science,Masters,Accepted,Fall,American,3.72,163,155,4.50
University Of Texas At Austin,Computer Science,Masters,Rejected,Fall,International,,,,
University Of Texas At Austin,Computer Science,Masters,Rejected,Fall,International,,,,
University Of Texas At Austin,Computer Science,Masters,Rejected,Fall,International,8.90,169,155,4.00
University Of Texas At Austin,Computer Science,Masters,Rejected,Fall,International,3.70,169,157,4.00
University Of Texas At Austin,Computer Science,Masters,Rejected,Fall,International,8.84,168,153,5.00
University Of Waterloo,Computer Science,Masters,Rejected,Fall,International,,,,
University Of Texas At Austin,Computer Science,Masters,Rejected,Fall,International,3.60,,,
University Of Western Ontario,Computer Science,Masters,Wait,Fall,International,3.78,,,
Arizona State University,Computer Science,Masters,Accepted,Fall,International,,165,165,4.00
University of Southern California,Computer Science - Scientists And Engineers,Masters,Accepted,Fall,American,3.69,,,
"University Of Massachusetts, Amherst",Computer Science,Masters,Rejected,Fall,International,8.09,168,161,4.00
Columbia University,Computer Science,Masters,Wait,Fall,International,3.30,169,168,4.50
University Of Texas At Dallas,Computer Science,Masters,Accepted,Fall,International,,168,,
University Of Michigan (Ann Arbor),Computer Science,Masters,Wait,Fall,International,4.00,170,170,6.00
University Of Illinois At Urbana-Champaign,Computer Science,Masters,Wait,Fall,International,4.00,169,160,4.00
"University Of Massachusetts, Amherst",Computer Science,Masters,Accepted,Fall,International,3.40,165,155,4.00
University of Southern California,Computer Science (Artificial Intelligence),Masters,Other,Fall,,,,,
University of Southern California,Computer Science,Masters,Other,Fall,International,,,,
Carnegie Mellon University,Computer Science,Masters,Other,Fall,International,,,,
Carnegie Mellon University,Computer Science,Masters,Other,Fall,,,,,
Carnegie Mellon University,Computer Science,Masters,Other,Fall,,,,,
Carnegie Mellon University,Computer Science,Masters,Other,Fall,,,,,
Carnegie Mellon University,Computer Science,Masters,Other,Fall,,,,,
University Of Oxford,Computer Science,Masters,Interview,Fall,International,,,,
"University Of California, Berkeley",Computer Science,Masters,Rejected,Fall,International,9.71,170,165,5.00
Virginia Tech,Computer Science,Masters,Accepted,Fall,International,,,,
University Of British Columbia,Computer Science,Masters,Other,Fall,International,,,,
University Of British Columbia,Computer Science,Masters,Other,F20,International,,,,
University Of British Columbia,Computer Science,Masters,Accepted,Fall,,,,,
"University Of Massachusetts, Amherst",Computer Science,Masters,Other,Fall,International,,,,
"University Of Massachusetts, Amherst",Computer Science,Masters,Other,Fall,International,,,,
"University Of Massachusetts, Amherst",Computer Science,Masters,Accepted,Fall,American,3.02,168,165,4.50
Carnegie Mellon University,Computer Science,Masters,Other,Fall,,,,,
"University Of Massachusetts, Amherst",Computer Science,Masters,Other,Fall,,,,,
"University Of Massachusetts, Amherst",Computer Science,Masters,Accepted,Fall,American,,,,
University Of Illinois At Urbana-Champaign,Computer Science,Masters,Accepted,Fall,International,3.70,167,161,4.50
University Of Illinois,Computer Science,Masters,Accepted,Fall,International,3.70,167,161,4.50
Carnegie Mellon University,Computer Science,Masters,Rejected,Fall,International,,,,
North Carolina State University,Computer Science,Masters,Accepted,Fall,International,3.95,167,159,4.00
"University Of California, San Diego",Computer Science,Masters,Accepted,Fall,International,3.90,168,,
"University Of California, San Diego",Computer Science,Masters,Accepted,Fall,International,9.88,170,163,5.00
"University Of California, San Diego",Computer Science,Masters,Accepted,Fall,International,4.00,170,158,5.00
New York University,Computer Science (Tandon),Masters,Rejected,Fall,International,3.92,,,
University of Southern California,Computer Science,Masters,Accepted,Fall,International,4.00,169,164,4.00
North Carolina State University,Computer Science,Masters,Accepted,Fall,International,3.80,319,152,4.00
Harvard University,Computer Science,Masters,Rejected,Fall,International,,,,
North Carolina State University,Computer Science,Masters,Accepted,Fall,International,3.96,,,
North Carolina State University,Computer Science,Masters,Accepted,Fall,International,3.94,170,160,4.00
Harvard University,Computer Science And Engineering,Masters,Rejected,Fall,International,3.94,,,
Harvard University,Computer Science And Engineering,Masters,Rejected,Fall,American,4.00,,,
Harvard University,Computer Science,Masters,Rejected,Fall,American,4.00,168,162,5.50
Harvard University,Computer Science,Masters,Rejected,Fall,American,4.00,170,163,4.50
University Of Waterloo,Computer Science,Masters,Accepted,Fall,International,3.90,,,
McGill University,Computer Science,Masters,Accepted,Fall,International,3.90,,,
"University Of Massachusetts, Amherst",Computer Science,Masters,Accepted,Fall,International,,165,,
Georgia Institute of Technology,Computer Science,Masters,Accepted,Fall,American,3.87,,,
Georgia State University,Computer Science,Masters,Accepted,Fall,International,3.78,,,
Georgia State University,Computer Science,Masters,Interview,Fall,International,3.78,,,
University of Toronto,Computer Science,Masters,Accepted,Fall,International,3.80,,,
Northwestern University,Computer Science,Masters,Accepted,Spring,International,3.60,,,
Columbia University,Computer Science,Masters,Accepted,Fall,International,,,,
University of Pennsylvania,Computer Science,Masters,Accepted,Fall,International,3.75,,,
Columbia University,Computer Science,Masters,Accepted,Fall,International,4.00,,,
Columbia University,Computer Science,Masters,Accepted,Fall,American,3.92,,,
Columbia University,Computer Science,Masters,Accepted,Fall,American,3.95,,,
McGill University,Computer Science,Masters,Accepted,Fall,American,3.53,,,
SUNY Buffalo,Computer Science,Masters,Accepted,Fall,International,3.40,323,153,3.50
University of British Columbia,Computer Science,Masters,Interview,Fall,International,4.00,,,
University of British Columbia,Computer Science,Masters,Interview,Fall,International,4.00,,,
New York University,Computer Science,Masters,Accepted,Fall,International,3.67,327,159,99.99
University of Waterloo,Computer Science,Masters,Accepted,Fall,International,4.00,,,
University of Chicago,Computer Science,Masters,Accepted,Fall,International,,,,
University of Kansas,Computer Science,Masters,Accepted,Fall,International,3.76,320,153,4.00
Stanford University,Computer Science,Masters,Accepted,Fall,American,,,,
Arizona State University,Computer Science,Masters,Accepted,Fall,International,3.58,,,
University of Southern California,Computer Science,Masters,Accepted,Fall,,,165,163,4.00
University of Southern California,Computer Science,Masters,Accepted,Fall,,3.51,155,151,4.00
University of Maryland Global Campus,Computer Science,Masters,Accepted,Fall,,3.70,,,
University Of Toronto,Computer Science,Masters,Accepted,Fall,,3.40,,,
University of Florida,Computer Science,Masters,Accepted,Fall,,3.60,167,162,4.50
"University Of California, Davis",Computer Science,Masters,Accepted,Fall,,3.90,168,161,4.00
"California Polytechnic University, San Luis Obispo",Computer Science,Masters,Accepted,Fall,,4.00,152,159,4.00
University Of Pittsburgh,Computer Science,Masters,Accepted,Fall,,,167,162,4.50
Carnegie Mellon University,Computer Science,Masters,Rejected,Fall,,4.00,170,154,4.00
"University Of California, Davis",Computer Science,Masters,Accepted,Fall,,3.90,,,
Columbia University,Computer Science,Masters,Accepted,Fall,,8.25,168,159,4.50
Carnegie Mellon University,Computer Science,Masters,Rejected,Fall,,3.90,168,161,4.00
"University Of California, Irvine",Computer Science,Masters,Accepted,Fall,,3.42,160,160,4.50
"University Of California, Irvine",Computer Science,Masters,Accepted,Fall,,3.45,169,152,2.50
"University Of California, Davis",Computer Science,Masters,Accepted,Fall,,3.60,,,
University of Southern California,Computer Science,Masters,Accepted,Fall,,3.72,170,154,
Northeastern University,Computer Science,Masters,Accepted,Fall,,3.70,,,
Carnegie Mellon University,Computer Science,Masters,Rejected,Fall,,,161,151,4.00
SUNY Buffalo,Computer Science,Masters,Accepted,Fall,,,163,160,4.00
Princeton University,Computer Science,Masters,Rejected,Fall,,,,,
University Of Illinois,Computer Science,Masters,Rejected,Fall,International,8.00,167,164,4.00
University Of Illinois,Computer Science,Masters,Rejected,Fall,International,8.00,167,164,4.00
NC State University (NCSU),Computer Science,Masters,Rejected,Fall,International,3.30,170,163,4.00
North Carolina State University,Computer Science,Masters,Rejected,Fall,International,3.21,170,163,4.50
North Carolina State University,Computer Science,Masters,Rejected,Fall,International,3.60,168,149,5.00
North Carolina State University,Computer Science,Masters,Rejected,Fall,International,,167,,
North Carolina State University,Computer Science,Masters,Rejected,Fall,International,,,,
Carnegie Mellon University,Computer Science,Masters,Rejected,Fall,American,,,,
New Jersey Institute of Technology,Computer Science,Masters,Accepted,Fall,International,3.60,159,159,4.00
Simon Fraser University,Computer Science,Masters,Rejected,Fall,International,,,,
University of Southern California,Computer Science,Masters,Accepted,Fall,International,3.75,,,
University Of Illinois At Urbana-Champaign (UIUC),Computer Science,Masters,Rejected,Fall,International,3.13,,,
Columbia University,Computer Science,Masters,Accepted,Fall,International,3.60,,,
Columbia University,Computer Science,Masters,Accepted,Fall,International,3.79,167,154,3.50
Johns Hopkins University,Computer Science,Masters,Accepted,Fall,International,,,,
University Of Illinois At Urbana-Champaign,Computer Science,Masters,Rejected,Fall,International,3.90,164,153,
Columbia University,Computer Science,Masters,Accepted,Fall,International,3.60,170,163,4.50
Johns Hopkins University,Computer Science,Masters,Accepted,Fall,American,,,,
Columbia University,Computer Science,Masters,Accepted,Fall,American,3.72,,,
University Of Waterloo,Computer Science,Masters,Accepted,Fall,International,3.80,,,
University of Southern California,Computer Science,Masters,Accepted,Fall,American,3.85,160,166,5.00
University of Southern California,Computer Science,Masters,Accepted,Fall,International,3.70,155,158,4.50
University of Southern California,Computer Science,Masters,Accepted,Fall,International,3.65,158,155,3.50
University of Southern California,Computer Science,Masters,Accepted,Fall,American,3.66,162,157,5.50
Harvard University,Computer Science And Engineering,Masters,Rejected,Fall,International,3.95,,,
Columbia University,Computer Science,Masters,Accepted,Fall,International,3.40,,,
Virginia Tech,Computer Science,Masters,Rejected,Fall,International,3.60,332,164,99.99
University Of Illinois,Computer Science,Masters,Accepted,Fall,International,3.98,170,167,5.00
University Of Illinois At Urbana Champaign,Computer Science,Masters,Accepted,Fall,American,3.91,,,
"University Of Massachusetts, Amherst",Computer Science,Masters,Accepted,Fall,International,3.60,169,164,5.00
New York University,Computer Science,Masters,Accepted,Fall,American,3.91,,,
Carnegie Mellon University,Computer Science,Masters,Rejected,Fall,International,,,,
"University Of Massachusetts, Amherst",Computer Science,Masters,Accepted,Fall,International,3.60,170,165,5.00
Virginia Tech,Computer Science,Masters,Rejected,Fall,International,,,,
Columbia University,Computer Science,Masters,Accepted,Fall,International,3.76,170,156,4.00
University Of Waterloo,Computer Science,Masters,Accepted,Fall,International,4.00,168,160,3.50
Carnegie Mellon University,Computer Science,Masters,Accepted,Fall,International,3.00,155,154,3.00
University Of Wisconsin-Madison,Computer Science,Masters,Accepted,Fall,International,3.90,170,165,4.50
University of California-San Diego,Computer Science,Masters,Accepted,Fall,International,3.90,170,165,4.50
North Carolina State University,Computer Science,Masters,Accepted,Fall,International,8.71,168,161,4.00
University of Pennsylvania,Computer Science,Masters,Wait,Fall,International,,170,168,5.00
Western University,Computer Science,Masters,Rejected,Fall,International,3.75,,,
Georgia Institute Of Technology,Computer Science,Masters,Accepted,Fall,International,,170,168,5.00
Cornell Tech,Computer Science,Masters,Accepted,Fall,International,3.75,,,
Penn State University,Computer Science,Masters,Rejected,Fall,American,3.50,,,
Georgia Institute Of Technology,Computer Science,Masters,Accepted,Fall,International,9.19,,,
Georgia Institute Of Technology,Computer Science,Masters,Accepted,Fall,International,,,,
Georgia Institute Of Technology,Computer Science,Masters,Accepted,Fall,International,9.84,170,168,5.00
Penn State University,Computer Science,Masters,Rejected,Fall,International,3.60,,,
Northeastern University,Computer Science - Align,Masters,Accepted,Fall,International,3.00,,,
"University Of California, San Diego",Computer Science,Masters,Accepted,Fall,International,9.84,170,168,5.00
University of Florida,Computer Science,Masters,Accepted,Fall,International,3.50,147,167,3.00
Johns Hopkins University,Computer Science,Masters,Rejected,Fall,International,3.77,163,155,4.00
Johns Hopkins University,Computer Science,Masters,Rejected,Fall,International,8.13,167,156,4.50
Johns Hopkins University,Computer Science,Masters,Rejected,Fall,International,3.74,166,152,3.00
Northwestern University,Computer Science,Masters,Rejected,Fall,International,,,,
University of Rochester,Computer Science,Masters,Rejected,Fall,International,,,,
Johns Hopkins University,Computer Science,Masters,Rejected,Fall,International,,,,
"University Of Massachusetts, Amherst",Computer Science,Masters,Accepted,Fall,International,8.20,170,160,4.50
University Of Toronto,Computer Science,Masters,Rejected,Fall,International,4.00,,,
Rice University,Computer Science,Masters,Accepted,Fall,International,,168,,
Carnegie Mellon University,Computer Science,Masters,Accepted,Fall,American,3.90,,,
University of Southern California,Computer Science,Masters,Accepted,Fall,International,3.80,170,170,5.00
University Of Waterloo,Computer Science,Masters,Accepted,Fall,International,3.85,170,170,4.00
New York University,"Computer Science, New York University - Tandon School Of Engineering",Masters,Rejected,Fall,International,3.60,160,158,4.00
University Of Texas At Dallas,Computer Science,Masters,Accepted,Fall,International,3.60,160,158,4.00
University Of Utah,Computer Science,Masters,Wait,Fall,International,3.40,165,,
New York University,Computer Science,Masters,Accepted,Fall,International,3.91,162,153,4.50
Virginia Tech,Computer Science,Masters,Accepted,Fall,International,8.91,169,,4.50
Northwestern University,Computer Science,Masters,Rejected,Fall,International,3.50,164,160,4.50
University Of Texas At Dallas,Computer Science,Masters,Accepted,Fall,International,9.24,161,153,4.00
Cornell Tech,Computer Science,Masters,Accepted,Fall,American,,,,
University of Pennsylvania,Computer Science,Masters,Accepted,Fall,American,4.00,168,162,5.50
Northwestern University,Computer Science,Masters,Rejected,Fall,International,3.70,,,
University of Southern California,Computer Science,Masters,Accepted,Fall,International,3.95,167,159,4.00
Northwestern University,Computer Science,Masters,Rejected,Fall,International,,,,
Northwestern University,Computer Science,Masters,Rejected,Fall,International,,,,
University Of Texas At Dallas,Computer Science,Masters,Accepted,Fall,International,3.80,,,
Virginia Tech,Computer Science,Masters,Accepted,Fall,International,,,,
University Of Toronto,Computer Science,Masters,Accepted,Fall,International,,,,
Cornell (Ithaca),Computer Science,Masters,Rejected,Fall,,3.70,168,163,5.00
Cornell University,Computer Science,Masters,Rejected,Fall,International,,,,
"University Of California, San Diego",Computer Science AI/ML,Masters,Accepted,Fall,American,3.85,,,
Cornell University,Computer Science,Masters,Rejected,Fall,International,,170,160,3.50
Cornell University,Computer Science,Masters,Rejected,Fall,American,3.80,166,,
University of Southern California,Computer Science,Masters,Wait,Fall,American,,,,
"University Of California, Los Angeles (UCLA)",Computer Science,Masters,Rejected,Fall,International,3.22,,,
University Of Helsinki,Computer Science,Masters,Accepted,Fall,International,,,,
Cornell University,Computer Science,Masters,Rejected,Fall,American,3.78,160,161,5.00
KTH Royal Institute Of Technology,Computer Science,Masters,Wait,Fall,International,,,,
Cornell (Ithaca),Computer Science,Masters,Rejected,Fall,International,3.61,167,163,4.50
Cornell University,Computer Science,Masters,Rejected,Fall,International,3.76,169,165,4.00
Cornell (Ithaca),Computer Science,Masters,Rejected,Fall,,,,,
Cornell University,Computer Science,Masters,Rejected,Fall,International,,,,
Cornell University,Computer Science,Masters,Rejected,Fall,,,,,
"University Of California, Los Angeles (UCLA)",Computer Science,Masters,Wait,Fall,,,,,
"University Of California, Los Angeles (UCLA)",Computer Science,Masters,Rejected,Fall,,,,,
University Of Wisconsin-Madison,Computer Science,Masters,Accepted,Fall,International,,,,
Georgia Institute Of Technology,Computer Science,Masters,Accepted,Fall,International,,,,
University Of Massachusetts Amherst,Computer Science,Masters,Accepted,Fall,International,,,,
Simon Fraser University,Computer Science,Masters,Rejected,Fall,International,3.00,170,163,3.50
University Of Washington,Computer Science,Masters,Accepted,Fall,International,,,,
Simon Fraser University,Computer Science,Masters,Rejected,Fall,International,3.71,154,149,3.50
"University Of California, Santa Barbara",Computer Science,Masters,Rejected,Fall,International,3.28,163,,
"University Of California, Davis",Computer Science,Masters,Accepted,Fall,American,3.18,151,159,4.00
"University Of California, Santa Barbara",Computer Science,Masters,Rejected,Fall,International,3.60,,,
Ottawa University-Ottawa,Computer Science,Masters,Accepted,Fall,International,3.94,,,
Ottawa University-Ottawa,Computer Science,Masters,Rejected,Fall,International,3.61,,,
Georgia Institute Of Technology,Computer Science,Masters,Accepted,Fall,American,,,,
University of Chicago,Computer Science,Masters,Accepted,Fall,International,3.90,168,157,4.50
New York University - Courant,Computer Science,Masters,Accepted,Fall,International,3.76,165,160,4.50
University of Chicago,Computer Science,Masters,Accepted,Fall,International,3.40,169,165,5.00
University of Southern California,Computer Science,Masters,Accepted,Fall,American,3.88,,,
"University Of California, Irvine",Computer Science,Masters,Wait,Fall,International,,,,
University of California-Berkeley,Computer Science,Masters,Rejected,Fall,American,3.86,,,
University Of Waterloo,Computer Science,Masters,Rejected,Fall,International,,,,
New York University,Computer Science,Masters,Rejected,Fall,International,8.09,168,161,4.00
Texas A&M University - College Station (TAMU),Computer Science,Masters,Accepted,Fall,International,3.90,169,170,4.00
University Of Massachusetts (Lowell),Computer Science,Masters,Accepted,Fall,International,3.36,170,163,4.00
University of Maryland Global Campus,Computer Science,Masters,Rejected,Fall,International,,,,
"University Of Massachusetts, Amherst",Computer Science,Masters,Accepted,Fall,International,,,,
Arizona State University,Computer Science,Masters,Rejected,Fall,International,3.55,,,
Stevens Institute of Technology,Computer Science,Masters,Accepted,Fall,International,3.43,162,155,4.00
Georgetown University,Computer Science,Masters,Accepted,Fall,American,,,,
University of California-San Diego,Computer Science,Masters,Wait,Fall,International,,,,
Northeastern University,Computer Science,Masters,Accepted,Fall,International,3.75,,,
Cornell Tech,Computer Science,Masters,Accepted,Fall,American,3.90,,,
University Of Cambridge,Computer Science,Masters,Accepted,Fall,International,4.00,,,
University Of Texas At Dallas,Computer Science,Masters,Rejected,Fall,International,3.00,170,162,4.00
Wayne State University,Computer Science,Masters,Accepted,Fall,International,3.74,,,
University Of Texas At Dallas,Computer Science,Masters,Rejected,Fall,International,,155,150,4.50
Arizona State University,Computer Science,Masters,Accepted,Fall,International,3.76,170,165,5.00
Drexel University,Computer Science,Masters,Accepted,Fall,International,3.68,,,
JiaLi Dun University,Computer Science,Masters,Wait,Fall,International,2.50,250,250,99.99
Northeastern University,Computer Science,Masters,Accepted,Fall,International,3.50,164,154,4.00
NYU Tandon,Computer Science,Masters,Rejected,Fall,International,,165,157,4.00
